id,description,genre
1308,"Молодой основатель стартапа вдруг оказывается в центре абсурдного конкурса, где каждая минута превращается в спектакль. Его неловкость растет с каждым днем, когда неожиданная вирусная волна превращает его нелепые попытки выжить в курортном хаосе в глобальный феномен. Смешные ситуации перерастают в трагикомедию, где даже провал кажется счастливым исходом.",1
1309,"В холодном мраке замерзшего промышленного порта одинокий охранник бьется за последний шанс спасти жизни, пока внутри его команды таится предательство. Его руки трясутся не только от холода, но и от тяжелого прошлого, которое ведет к жестокой правде. Каждый шаг — это битва не только с врагом, но и с собой.",0
1310,"В тени высокозащищённого научного центра журналист, скрывая свою личность, борется за выживание в смертельной гонке, где каждая секунда становится битвой. Напряжение растёт с каждым шагом, а гроза, разразившаяся над лабораторией, превращает погоню в хаос, где страх провала переплетается с отчаянием. В бушующей тьме он ищет выход, но не знает, что следующий поворот может изменить всё.",0
1311,"Марк, несчастливый организатор свадьб, попадает в ловушку странных традиций местного фестиваля, где всё сходит с ума. Его семья, не желающая отпускать его в одиночку, вмешивается в каждую деталь, создавая хаос, который даже не снился в его худших кошмарах. В торговых центрах, где время теряет смысл, он пытается сохранить лицо, но смех искрится в каждом взаимодействии.",1
1312,"Он бежит от прошлого, но пустынный город на границе не дает укрытия. Вместе с ним — непростые союзники, чьи секреты становятся смертельными ловушками. Каждый шаг — битва с собственным страхом, а предательство разрывает связь, оставляя его один на один с тьмой и неизбежностью.",0
1313,"Спрятавшись в тени, журналист проникает в разрушенный военный лагерь, чтобы разоблачить тайный заговор. Встречая сопротивление профессиональных вооруженных банд, он сталкивается с собственными демонами, ищая искупление за прошлое.",0
1314,"На тропическом острове, где леса скрывают тайны, одинокий офицер границы ведет расследование, преследуемый тенями прошлого. Его миссия — раскрыть схему, угрожающую безопасности, но внутри его команды таится предательство, которое разрушает доверие и заставляет сомневаться в собственных силах. В борьбе с врагом он сталкивается с личной трагедией, которая не даёт покоя даже в моменты победы.",0
1315,"Учитель, живущий в мире формальностей, случайно попадает в нелепую ситуацию: чтобы избежать скучного урока, он вынужден сыграть влюбленного с соседкой. Его неловкость только усиливается, когда ревнивая соседка начинает вмешиваться в их «взаимную» историю. В роскошном отеле, где каждый уголок пропитан излишней элегантностью, хаос превращает повседневность в абсурдную комедию.",1
1316,"Он бежит по пыльному коридору заброшенного форта, где каждый шаг уносит его дальше от преследователей и ближе к разрушению. Внутри него гремит тяжелая ноша прошлых ошибок — страдания, предательство и собственная вина, которые превращают бегство в пытку. В темноте, где время тает вместе с надеждой, он пытается не только спастись, но и искупить себя.",0
1317,"В тихом прибрежном поселке учитель, потерявший супруга, борется с тяжестью прошлого, пытаясь защитить дочь, чья судьба связана с тайнами моря. Каждый день становится битвой между долгом и болью, а привычная рутина раскалывается на тревожные моменты, где прошлое и настоящее переплетаются в незабываемые, сладко-горькие образы.",2
1318,"Он вернулся к прошлому, чтобы раскрыть преступную сеть, но заброшенная военная база превратилась в ловушку. Каждый шаг — битва с собственным страхом провала, а вооруженные мечтатели не дают ему шанса на ошибку. В тени разрушенных зданий прошлое и настоящее сталкиваются, а его решимость становится единственным оружием.",0
1319,"В тихом умирающем городе женщина, потерявшая мужа, борется с долгами и виной за свою неспособность защитить семью. Ее путь к искуплению скрывается в уроках, где она пытается донести надежду к детям, страдающим от забвения и безысходности. Каждый шаг — это битва с прошлым, но в глазах учеников она видит слабый свет, который может превратиться в будущее.",2
1320,"Планирование свадьбы — это уже не просто работа, а настоящий вызов для неорганизованного специалиста, который случайно оказывается в центре внимания. Когда его принимают за знаменитости, неожиданная вирусная популярность превращает его в героя местного торгового центра. В хаосе превращается не только событие, но и сама жизнь, наполненная смехом, непредсказуемостью и теплом.",1
1321,"Одинокий отец борется с неизбежностью, пытаясь спасти умирающий бизнес, но тень прошлого тянет его обратно в прошлое. В переполненном жилом комплексе каждый день становится напоминанием о том, что потеря не уходит, а только превращается в часть нового пути.",2
1322,"Он возвращается к месту, где всё начиналось, чтобы раскрыть скрытые тайны власти, но пытается уберечь брата от разрушительного прошлого. В тени заброшенного военного городка каждая минута становится битвой между верой и страхом, а личные обиды разрывают связь, которую невозможно восстановить.",0
1323,"Алексей, неутомимый организатор свадьб, попадает в нелепую ситуацию, когда вынужден сыграть роль жениха в уик-энд-лагере. Попытки скрыть связь с девушкой-клиентом приводят к катастрофе на открытом воздухе, где каждый момент становится драматичным. Смешные провалы и непредсказуемые повороты делают этот летний лагерь местом, где даже планы рушатся с юмором.",1
1324,"Он бежал от прошлого, но теперь его путь пересекся с ловушкой, которая когда-то уничтожила его семью. В тени заброшенной военной базы он разгадывает тайны, скрытые в коррупции, которая угрожает всему обществу. Каждый шаг приводит к новым рискам, а старые обиды мешают смотреть в лицо правде.",0
1325,"Новый сосед в соседнем подъезде — амбициозный конкурент, который не терпит неудач. Вместе с ним в офисе появляется хаос, где каждая почта становится соревнованием. Его неловкость и её амбиции создают смесь смеха и напряжения, оставляя надежду на то, что даже в хаосе можно найти место для доброты.",1
1326,"Самоуверенный студент случайно превращается в интернет-звезду, когда его нелепые выступления в школьном театре вирусом обзаводятся. Вместо радости от успеха наступает хаос: родители вмешиваются в его жизнь, требуя устроить карьеру по их плану, а театр превращается в поле битвы между мечтой и реальностью. В смешных ситуациях раскрываются искренние чувства, а смех становится способом противостоять давлению.",1
1327,"Он стоит у входа в темные тоннели, где каждый шаг звенит от опасности. Его миссия — раскрыть сеть, которая угрожает целому городу, но страх провала заставляет сомневаться в собственных силах. В тумане под землёй противник ждёт, и каждый момент становится испытанием не только тела, но и веры в себя.",0
1328,"В узком пространстве жилого комплекса музыкальный мастер пытается найти баланс между заботой о больной матери и болью прошлого. Его строки превращаются в утешение, а каждый звук — напоминание о несбывшихся мечтах. В тишине кухни и шуме соседей он ищет ответы, которые скрываются за стенами, словно в тумане.",2
1329,"Майор спасения в горах врывается в хаос, чтобы спасти ученого, похищенного на борту затопленного корабля. Шторм разрывает небо, а разрушительные волны подрывают последнюю надежду на спасение. В борьбе с природой и врагом раскрывается трагедия разрушенных связей, где каждый шаг становится испытанием не только физической выносливости, но и веры в себя.",0
1330,"После неудачного спортивного сезона, который оставил не только физические повреждения, но и глубокие эмоциональные раны, бывший спортсмен возвращается в университет, где его ждет не только учеба, но и возможность исправить прошлое. В попытке восстановить связь с близким человеком, чья жизнь была разрушена его ошибками, он сталкивается с собственными страхами и неуверенностью, что превращает каждый день в испытание, где прошлое не отпускает.",2
1331,"Он уволен из спецслужб, но не теряет остроты — теперь его миссия в разоблачении скрытых связей власти. В лабиринте секретных лабораторий он сталкивается с теневой силой, которая не дает ему дышать. Каждый шаг превращается в бой за правду, где даже собственные друзья могут стать врагами.",0
1332,"В тихой горной деревне библиотекарь, заботясь о больной матери, сталкивается с трудностями, которые заставляют пересмотреть свои приоритеты. Окруженная молчаливой природой и тяжелым уходом, она ищет силы в книгах и связях, что оставляют надежду в тяжелое время. Несмотря на страх и усталость, в её глазах остаётся искра веры в будущее.",2
1333,"Молодой блогер, мечтающий стать знаменитостью, попадает в неожиданную ситуацию: его втягивают в странный конкурс летнего лагеря, где реальность смешивается с фантазией. Сосед, завидующий его успехом, начинает мешать, создавая непростой путь к самопознанию. В смешении абсурда и искренности герою предстоит найти баланс между желанием прославиться и сохранить человечность.",1
1334,"Герой, участвующий в спасательных операциях на горах, оказывается в ловушке в укрытии, где его волею обстоятельств застряли вместе с другими. Он должен найти способ выбраться, но обрывки информации и постоянное отсутствие связи с внешним миром создают напряжение, которое усиливается давлением со стороны лиц, контролирующих ситуацию. Внутренний конфликт между верностью себе и стремлением выжить превращает каждую минуту в испытание.",0
1335,"Внутри стен секретного учреждения, где время замерло, молодой детектив ищет пропавшую экспедицию, но каждый шаг преслуждён тенями предательства. Его мотив — не просто расследование, а возможность искупить прошлое, которое тянет за собой цепочку ошибок и тьму. В каждой тени скрывается правда, а каждый выбор — риск потерять себя.",0
1336,"После неудачных попыток в演艺, он решает открыть бизнес, но его мечты охватывают неожиданные трудности. Вместе с бегущим питомцем и хаосом на сцене он узнает, что настоящий успех — в смелости, а не в планах.",1
1337,"Лидер отряда получает задание спасти ученого, похищенного на тропическом острове. Но внутри команды скрывается предательство, которое разрушает доверие и превращает миссию в ловушку. Каждый шаг преследует тень подозрений, а эмоции грозят разорвать связь между ними.",0
1338,"В тропической гуще острова журналист ведет скрытую борьбу против преступной организации, чьи действия затрагивают жизнь местных жителей. Он сталкивается с разрушительной бурей, которая не только угрожает его миссии, но и заставляет пересмотреть собственные ошибки, оставившие глубокий след в его душе.",0
1339,"Специалист по киберпреступности врывается в подземные тоннели, где тени скрывают план ужасного акта. Его путь к разгадке омрачается давлением властей, которые требуют жестоких решений. В каждой секунде — баланс между правдой и страхом, а каждый шаг приближает к предстоящей катастрофе.",0
1340,"Он ведет расследование, которое может разрушить всю систему, но каждый шаг преслуждены тенями власти. Страх за семью и верность долгу толкают его в туман, где каждый кадр — это битва между правдой и тишиной, застывшей в ледяном воздухе.",0
1341,"Один из тех, кто потерял доверие, теперь бьется за выживание в безысходной тundra, где каждый шаг — это битва против времени и собственного разума. Скрытая тайна, которую он пытается раскрыть, может изменить ход войны, но страх провала и ледяной ветер в его душе делают каждый момент опасным.",0
1342,"Невероятный кулинарный хаос в летнем лагере начинается с неопытного шефа, который решает открыть бизнес. Его непрофессиональные блюда и неожиданная вирусная популярность превращают лагерь в цирк. Сатирический взгляд на безумие, где кулинарные катастрофы становятся причиной неожиданного успеха.",1
1343,"В мрачном подъезде старого жилого комплекса живет человек, чья жизнь превратилась в бесконечную рутину. После увольнения с завода он теряет смысл существования, но в одиночестве начинает видеть в повседневности скрытые возможности. Его путь к пересмотру собственного предназначения становится трагическим поиском истины в серых стенах, где каждый день — это новый шанс на обретение себя.",2
1344,"После неудачного выступления в театре бывший актёр попадает в странную местную традицию — фестиваль, где гости вынуждены участвовать в абсурдных конкурсах. В попытке спасти ситуацию он теряет контроль над своими действиями, а его пёс, бежавший из виллы, начинает разыгрывать неожиданные сценарии. В итоге хаос превращается в неловкую, но вдохновляющую историю о том, как смешение реальности и фантазии может раскрыть скрытые возможности.",1
1345,"Алексей, не имея опыта, решает открыть бизнес по планированию свадьб, но его первое мероприятие на территории университета выходит из-под контроля. Смешные ситуации и неожиданные повороты делают этот хаос не только непредсказуемым, но и вдохновляющим. В процессе он обнаруживает, что даже в хаосе можно найти смысл и настоящие связи.",1
1346,"Молодой детектив ввязывается в опасную гонку против коррупции, чтобы спасти ключевого свидетеля, но его прошлые ошибки тянут за собой тень. В заброшенной военной базе каждая минута — битва не только с врагами, но и с собственным сожалением. С каждым шагом он сталкивается с выбором: спасти жизнь или смыть навсегда остатки своей морали.",0
1347,"Среди шума и суеты высокого жилого комплекса одинокий писатель борется с пустотой, оставшейся после утраты близкого человека. Его карьера в тупике, но в хаосе повседневности он находит слабые лучи надежды, которые постепенно превращаются в силу, чтобы снова поверить в себя и в будущее.",2
1348,"В умирающем промышленном городе молодой рабочий балансирует между обязанностями на заводе и тяжелым уходом за больной матерью. Его страх быть брошенным превращает каждый день в испытание, но в сером фоне разрухи появляется тихая надежда — в глазах ребенка, который приходит к нему за помощью, и в тихом обещании, что он не оставит их.",2
1349,"Бывший спортсмен, потерявший форму и уверенность, сталкивается с неожиданным вызовом в борьбе за защиту близкого человека. В условиях напряженности в переполненном жилом комплексе он вынужден пересмотреть свои убеждения и найти баланс между прошлым и настоящим. История раскрывает тонкие нити человеческих связей и ценность простых решений в сложных обстоятельствах.",2
1350,"Учитель, который живет в мире собственных мыслей, случайно становится звездой интернета после неожиданного выступления в торговом центре. Его неловкость и искренность превращаются в вирусный хит, но появление амбициозного конкурента заставляет его пересмотреть свои приоритеты. Абсурдные ситуации и взрывные диалоги ведут к неожиданному пониманию: иногда быть собой — это самый смелый выбор.",1
1351,"Амбициозный блогер, мечтающий стать звездой интернета, пытается скрыть грандиозную ошибку, которая разрушила его репутацию. В попытке исправить ситуацию он вляпывается в цепочку нелепых случайностей, превращающих обычный шопинг в хаос. Вместо удачи его ждёт непрерывная цепь смешных провалов, которые заставляют пересмотреть понятия успеха и самоуважения.",1
1352,"Он бежит по тоннелям, где тускло светит светофор, пытаясь выбраться из ловушки, созданной каким-то сбродом. Воздух дрожит от гулких ударов, а в голове не останавливаются воспоминания о том, как в прошлом он не смог спасти кого-то, и теперь это снова угрожает его жизни.",0
1353,"Он сидит в темноте, прятаясь за кустами, слушая шаги врага. Сквозь дождь и густой лес он пытается выбраться с острова, где каждое движение преследуют тени опасной мафии. Внутри него борются страх и решимость — он знает, что возвращение к власти означает потерять всё, что осталось.",0
1354,"В тишине реабилитационного центра бывший музыкант пытается найти смысл в новой жизни, но тени прошлого не дают покоя. Его усилия адаптироваться осложняются тайной предательства, которая разрушает последнюю надежду на примирение с собой. Воспоминания и страх преследуют его, пока он не осознает, что исцеление начинается с принятия собственной слабости.",2
1355,"После трагедии, которая разрушила её жизнь, вдова-учитель пытается найти силы жить в городе, где промышленность умирает вместе с надеждами. Скрытая предательство в прошлом начинает разрушать её попытки восстановиться, заставляя пересмотреть те, кто оставался рядом. В тишине умирающего завода и пустых улиц она сталкивается с тем, что даже боль не может унять боль.",2
1356,"Он возвращается к месту, где всё началось, чтобы спасти человека, который может изменить ход войны. В тени разрушенных зданий и тумана угрозы, он сталкивается с собственными страхами и мечтой о прощении. Каждый шаг — это битва не только с врагами, но и с тем, что осталось внутри.",0
1357,"Молодой адвокат, потерявший веру в правосудие, возвращается в родной пригород, где ждут его старые привычки и ожидания. В тишине улиц и тяжелых взглядах соседей он сталкивается с собственными сомнениями, пытаясь найти смысл за пределами шаблонов. Каждый шаг к новой цели проливает свет на прошлое, но не убирает тени, которые тянутся из прошлого.",2
1358,"Повар, который не может усидеть на месте, случайно втягивается в странный фестиваль местных странных традиций. Его нелепый секрет — прошлый провал на кухне — начинает разрушать его жизнь, когда он вынужден присоединиться к хаотичным ритуалам в переполненном офисе. Вместо уюта царит бардак, а смех звучит как последний шанс спасти лицо.",1
1359,"Он возвращается в прошлое, где каждый шаг промыслом подвергнут опасности, а прошлые ошибки не дают покоя. В ледяном порту, где тени скрывают тайны, его команда раскалывается, а вера в себя тает под грузом вины. Мстительность сталкивается с желанием исправить вчерашние ужасы, но цена каждого выбора — кровь и разрушение.",0
1360,"Спасательный вертолетчик ввязывается в крутую миссию, защищая ключевого свидетеля, который может изменить всё. На тропическом острове он сталкивается с жестоким картелем, но разрушение доверия между ним и командой превращает ситуацию в ловушку, где каждый шаг может обернуться трагедией.",0
1361,"В тесной мегасити, где каждый шаг усеян риском, инженер подводной лодки оказывается в ловушке, откуда нет выхода. Его спасение осложняется предательством среди товарищей, а страх провала заставляет сомневаться в собственных силах. В условиях хаоса он должен выбрать: верить в себя или погрузиться в бездну доверия.",0
1362,"В отдаленном пустынном городке на границе разворачивается гонка за выживание. Главный герой, расследующий киберпреступности, сталкивается с коррупцией местных властей, которые скрывают правду. Его личная трагедия и ненависть к системе превращают погоню в нечто большее, чем просто выживание.",0
1363,"Молодой музыкант, потерявший веру в свои таланты, приезжает в отдалённое село, чтобы начать новую жизнь. В одиночестве и болезни он сталкивается с тем, что его мечты о свободе разбиваются о реальность, где каждый день — это борьба за выживание. В тишине природы и тяжёлой болезни он находит неожиданную силу, чтобы не потерять себя.",2
1364,"Молодой человек, уверенный в своих способностях, наследует унылый аттракционный парк, который тонет в долгах. Его пытка спасти бизнес сталкивается с навязчивым вмешательством родственников, которые считают, что знают лучше. В шумной офисной обстановке смешение амбиций и непредсказуемости превращает каждую встречу в хаос, где ирония и усталость переплетаются с надеждой на чудо.",1
1365,"Стареющий врач, разрываясь между долгом и собственными ограничениями, пытается спасти жизнь родителя, чья болезнь ставит под угрозу не только его семейные узы, но и его собственную совесть. В умирающем промышленном городе, где каждый шаг отражает уходящее прошлое, он сталкивается с тайнами, которые разрушают его уверенность в том, что забота может исцелить даже самого близкого человека.",2
1366,"Повар с хаотичным умом случайно вляпался в ловушку нелепого романтического соглашения, чтобы спасти театральное шоу. В процессе его путь пересекся с беглянцем, который оказался не просто животным, а настоящим вызовом для его нервной системы. В абсурдном мире, где реальность и выдумка переплетаются, каждый момент становится поводом для смеха и неожиданных открытий.",1
1367,"Подпольный журналист в одиночку борется за выживание в пустынном городе на границе, где тени скрывают тайны. Его миссия — остановить атаку, но каждый шаг преслуждён тенью незнакомца, чьи действия разрушают его уверенность. В борьбе за правду и жизнь он сталкивается с тем, что доверие уже не спасёт.",0
1368,"В центре реабилитации, где звучат тихие гитарные аккорды, одинокий музыкант сталкивается с разрушением карьеры и пустотой внутри. Его путь к исцелению пролегает через воспоминания, нерешенные конфликты и молчание, которое превращается в мост к пониманию себя и других.",2
1369,"Марк, неловкий курьер, пытается скрыть катастрофу — он случайно сдал на сцене местного театра пьесу, которую не читал. Каждый шаг его превращается в хаос: актеры играют роли неправильно, а зрители смеются, не понимая сюжет. В итоге он оказывается в центре абсурда, где даже ошибки становятся частью спектакля.",1
1370,"В тени гигантского мегаполиса бодигард, раненный в прошлом, бьется за жизнь ученого, похищенного в хаотичном городе. Его путь пересекается с вспыхивающим конфликтом, который превращает улицы в поле боя, заставляя пересмотреть свои убеждения и жестокость, с которой он сражается за спасение.",0
1371,"Марк, несчастный планировщик свадьб, попадает в запутанную ситуацию, когда его нанимают для странных праздников в местном театре. Секрет, который он скрывал — оскорбительное прошлое, — начинает разрушать его планы, превращая ритуал в хаос. В смешных моментах он обнаруживает, что даже безумие имеет свою логику.",1
1372,"Одинокий бывший спецназовец возвращается в горы, где снежные хребты скрывают угрозу. Его миссия — остановить теракт, но отрыв от мира и тишина ледяного пейзажа усиливают давление. Внутри него бушует борьба: каждый шаг напоминает прошлые провалы, а страх не дает расслабиться. Время тает, а связь с внешним миром прерывается, оставляя его наедине с собственными демонами и неизбежной трагедией.",0
1373,"После побега из тюрьмы бывший заключенный ввязывается в опасную миссию, чтобы раскрыть скандал внутри правительства, но сталкивается с сопротивлением местных чиновников, которые защищают свои интересы. Пока он разгадывает загадки секретной лаборатории, его связь с братом, который теперь работает в системе, становится источником внутреннего конфликта и угрозы для его жизни.",0
1374,"В отдаленном сельском районе студент колледжа возвращается к разрушенному прошлому, пытаясь восстановить отношения, которые были разрушены скрытой предательством. Его путь к искуплению наполнен тишиной, сомнениями и открытием правды, которое меняет его понимание верности и ценности человеческих связей.",2
1375,"Он потерял ребенка, но в реабилитационном центре встречает людей, чьи судьбы переплетаются с его собственной. В тишине общения и непростых выборах он находит не только силы, но и смысл, который раньше казался недостижимым.",2
1376,"Он убеждён, что справедливость возможна, но в глубине чувствует, что система подводит его. Когда в его работу вмешивается тайная операция, он находит доказательства коррупции, которая затрагивает самые высокие слои власти. Опасный картель, контролирующий секретные лаборатории, становится его главным противником. В условиях строгой охраны и подозрительных союзников он должен преодолеть собственное разочарование, чтобы раскрыть правду, которая может изменить всё.",0
1377,"В тихом прибрежном поселке рабочий сталкивается с непростым выбором, чтобы спасти любимого человека от тяжелого недуга. Его усилия ведут к внутренним конфликтам и незабываемым эмоциям, раскрывая сложные стороны человеческой природы. В борьбе с болезнью и страхом рождается глубокая связь, которая переплетает надежду и скорбь.",2
1378,"Молодой иммигрант, ставший частью семейного бизнеса, сталкивается с тяжелым заболеванием, которое угрожает не только его здоровью, но и будущему предприятия. В центре реабилитации он пытается совмещать лечение с поиском решения, чтобы спасти дело, которое стало для него и для семьи смыслом существования. В каждой молчаливой встрече с врачом и каждом шаге к восстановлению — тихая надежда на то, что жизнь найдет путь через боль.",2
1379,"Он потерял работу, но не боится бороться. Старый пожарный теперь в бойнице, где каждый шаг — это риск, а каждый момент — битва за жизнь. В переполненном мегаполисе, где тени скрывают убийц, он пытается спасти свидетеля, но давление со стороны властей заставляет его сомневаться в собственных решениях. Время течет, а тени становятся все ближе.",0
1380,"В пустынном городе на границе, где законы теряют смысл, беглый заключенный ищет украденные документы, которые могли изменить судьбу миллионов. Но каждый шаг преслуждены тени прошлого — доверие рушится, а опасность прячется в каждом повороте улиц. В борьбе за правду герой сталкивается с собственными страхами и тенью прошлых ошибок.",0
